id,City,State,District,Density,Latitude,Longitude,Rating,Number of Reviews,Specialisation,No of Beds,Insurance Schemes
Hospital #1837,Chennai,Tamilnadu,Chennai,17000.0,12.932537995700295,80.10450844952837,4.4,5954,"Ophthalmology, Endocrinology",30,"NHA, NUHM, CGHS, MoHFW, AIIMS, NHM"
Hospital #1838,Chennai,Tamilnadu,Chennai,17000.0,13.164631404296433,80.20128156950365,4.0,146,"Dermatology, Gynecology",9,"CGHS, AIIMS, NHA, NRHM, AB-PMJAY, NUHM"
Hospital #1839,Chennai,Tamilnadu,Chennai,17000.0,13.06980309536139,80.21967818194443,4.2,281,Neurology,19,"OPD, CGHS, NHM, NUHM, MoHFW"
Hospital #1840,Chennai,Tamilnadu,Chennai,17000.0,13.07826630500977,80.17683382449749,4.5,26,"Cardiology, Orthopedics",24,"NHM, PMSSY, NHA, AB-PMJAY, NRHM, MoHFW"
Hospital #1841,Chennai,Tamilnadu,Chennai,17000.0,13.26320694302509,80.10976246436243,3.4,53,Orthopedics,8,"AB-PMJAY, NHM, NRHM, NHA, NUHM, PMSSY"
Hospital #1842,Chennai,Tamilnadu,Chennai,17000.0,12.794524343337152,80.0197289375273,3.9,22,Neurology,12,"AB-PMJAY, NHM, OPD, CGHS, NUHM"
Hospital #1843,Chennai,Tamilnadu,Chennai,17000.0,12.961925501243094,80.146410637474,4.6,644,"Ophthalmology, Pulmonology",28,"NRHM, AIIMS, PMSSY, NHA, MoHFW"
Hospital #1844,Chennai,Tamilnadu,Chennai,17000.0,13.037393844090222,80.24842981004582,4.7,11375,Oncology,6,"MoHFW, OPD, AIIMS, NRHM, NUHM, NHA"
Hospital #1845,Chennai,Tamilnadu,Chennai,17000.0,13.07933413806828,80.26833861927824,4.5,1243,Gynecology,38,"NHM, OPD, NRHM, PMSSY, NHA"
Hospital #1846,Chennai,Tamilnadu,Chennai,17000.0,12.836752719606077,80.28388989076392,3.2,20,"Endocrinology, Pediatrics",9,"PMSSY, NHM, NHA, MoHFW, NRHM, AB-PMJAY"
Hospital #1847,Chennai,Tamilnadu,Chennai,17000.0,13.027286052740456,80.27425261188192,3.7,100,Psychiatry,16,"MoHFW, NUHM, NHM, CGHS, NHA, NRHM"
Hospital #1848,Chennai,Tamilnadu,Chennai,17000.0,12.90894537921583,80.20750124988047,3.6,108,"Endocrinology, Nephrology",8,"NHA, CGHS, NHM, AB-PMJAY, MoHFW"
Hospital #1849,Chennai,Tamilnadu,Chennai,17000.0,13.00702387987003,80.13428650448768,3.9,91,"Nephrology, Cardiology",32,"AIIMS, OPD, NUHM, PMSSY, AB-PMJAY"
Hospital #1850,Chennai,Tamilnadu,Chennai,17000.0,13.073662093352656,80.20492371810808,3.7,149,Cardiology,11,"OPD, AIIMS, NRHM, NHM, MoHFW"
Hospital #1851,Chennai,Tamilnadu,Chennai,17000.0,13.094732731510732,80.20346311998027,4.1,261,Urology,10,"NHM, MoHFW, OPD, AB-PMJAY, PMSSY, CGHS"
Hospital #1852,Chennai,Tamilnadu,Chennai,17000.0,13.164159174372486,80.0755388039183,3.5,535,Pediatrics,24,"CGHS, MoHFW, OPD, AB-PMJAY, NHA, PMSSY"
Hospital #1853,Chennai,Tamilnadu,Chennai,17000.0,13.097164556963875,80.18896671073166,4.8,3856,"Dermatology, Oncology",14,"CGHS, NHA, PMSSY, NUHM, AB-PMJAY"
Hospital #1854,Chennai,Tamilnadu,Chennai,17000.0,13.03979932515582,80.21194925431101,2.6,113,"Gynecology, Oncology",20,"OPD, AIIMS, CGHS, PMSSY, NRHM, NHM"
Hospital #1855,Chennai,Tamilnadu,Chennai,17000.0,13.10829462817501,80.20901771724309,4.6,660,Urology,15,"NRHM, NHA, CGHS, NUHM, PMSSY"
Hospital #1856,Chennai,Tamilnadu,Chennai,17000.0,13.260526513606532,80.31105857123646,3.9,108,Psychiatry,15,"PMSSY, OPD, NHA, AB-PMJAY, MoHFW"
Hospital #1857,Chennai,Tamilnadu,Chennai,17000.0,13.108081272160153,80.25878861883692,4.7,3382,"Ophthalmology, Pediatrics",19,"OPD, AB-PMJAY, NHM, NRHM, CGHS"
Hospital #1858,Chennai,Tamilnadu,Chennai,17000.0,13.106219714256628,80.21641563794859,3.1,232,Oncology,17,"NUHM, NHA, NRHM, NHM, MoHFW, OPD"
Hospital #1859,Chennai,Tamilnadu,Chennai,17000.0,12.950038347829445,80.12936505174133,4.6,6598,Ophthalmology,10,"PMSSY, OPD, AB-PMJAY, NHM, MoHFW"
Hospital #1860,Chennai,Tamilnadu,Chennai,17000.0,13.111489400950385,80.4274001368211,3.6,50,"Pediatrics, Urology",11,"NUHM, PMSSY, MoHFW, OPD, AIIMS"
Hospital #1861,Chennai,Tamilnadu,Chennai,17000.0,12.986279575224476,80.24236522118909,4.3,423,Endocrinology,14,"AIIMS, AB-PMJAY, MoHFW, NRHM, CGHS"
Hospital #1862,Chennai,Tamilnadu,Chennai,17000.0,13.07422207661357,80.16455511275984,4.1,809,"Orthopedics, Ophthalmology",24,"NHM, NHA, NRHM, NUHM, PMSSY, OPD"
Hospital #1863,Chennai,Tamilnadu,Chennai,17000.0,13.063049184691824,80.13515489576106,4.3,265,"Orthopedics, Pulmonology",19,"AIIMS, PMSSY, AB-PMJAY, MoHFW, OPD, NRHM"
Hospital #1864,Chennai,Tamilnadu,Chennai,17000.0,13.049130993371982,80.34827648079185,3.6,86,"Pediatrics, Dermatology",18,"AB-PMJAY, PMSSY, CGHS, OPD, MoHFW, NRHM"
Hospital #1865,Chennai,Tamilnadu,Chennai,17000.0,12.946140391690516,80.29711363948813,4.4,39,General Surgery,30,"CGHS, NUHM, AIIMS, PMSSY, NHM"
Hospital #1866,Chennai,Tamilnadu,Chennai,17000.0,13.082909188125504,80.42066760739606,3.0,104,"Urology, Neurology",15,"AB-PMJAY, MoHFW, NRHM, NHA, CGHS"
Hospital #1867,Chennai,Tamilnadu,Chennai,17000.0,13.027487793924864,80.19674549540792,3.3,90,"Cardiology, Oncology",12,"PMSSY, NHM, AB-PMJAY, NRHM, OPD"
Hospital #1868,Chennai,Tamilnadu,Chennai,17000.0,13.058864646315342,80.20601876156651,3.1,268,Gastroenterology,23,"CGHS, OPD, AIIMS, MoHFW, NHM"
Hospital #1869,Chennai,Tamilnadu,Chennai,17000.0,12.939485675717403,80.22280445717483,4.2,117,"Pulmonology, Gastroenterology",22,"OPD, AIIMS, AB-PMJAY, NUHM, MoHFW, CGHS"
Hospital #1870,Chennai,Tamilnadu,Chennai,17000.0,12.9319987310741,80.08832396023604,4.1,229,"Urology, Endocrinology",22,"NHA, PMSSY, AB-PMJAY, CGHS, NRHM"
Hospital #1871,Chennai,Tamilnadu,Chennai,17000.0,13.138326452010189,80.32252161134956,2.9,90,Cardiology,8,"NHM, AB-PMJAY, OPD, AIIMS, PMSSY, CGHS"
Hospital #1872,Chennai,Tamilnadu,Chennai,17000.0,13.18889286617447,80.41669093034726,3.6,80,"Ophthalmology, Pediatrics",18,"MoHFW, AB-PMJAY, CGHS, OPD, NUHM, NRHM"
Hospital #1873,Chennai,Tamilnadu,Chennai,17000.0,12.878819431282214,80.25540327424844,3.2,78,"General Surgery, Gastroenterology",1,"NHA, PMSSY, OPD, NHM, NUHM, AIIMS"
Hospital #1874,Chennai,Tamilnadu,Chennai,17000.0,13.377377717157849,80.03355204137664,2.3,45,Dermatology,9,"AB-PMJAY, NUHM, AIIMS, MoHFW, NHA, OPD"
Hospital #1875,Chennai,Tamilnadu,Chennai,17000.0,13.168701624944266,80.24960788437463,3.6,35,Dermatology,24,"NUHM, PMSSY, OPD, AB-PMJAY, CGHS, NHA"
Hospital #1876,Chennai,Tamilnadu,Chennai,17000.0,13.01701725001942,80.19190967565123,3.8,1122,Pulmonology,13,"OPD, MoHFW, NUHM, PMSSY, NRHM, AIIMS"
Hospital #1877,Chennai,Tamilnadu,Chennai,17000.0,13.08288791727544,80.21709465637596,4.1,818,"Cardiology, Dermatology",22,"NHM, PMSSY, OPD, NRHM, AB-PMJAY, MoHFW"
Hospital #1878,Chennai,Tamilnadu,Chennai,17000.0,12.990680489918628,80.19989160327323,4.1,365,Urology,14,"NHA, CGHS, AIIMS, MoHFW, NUHM, NHM"
Hospital #1879,Chennai,Tamilnadu,Chennai,17000.0,13.034175145938336,80.23964559376154,3.9,121,Gastroenterology,10,"NUHM, OPD, NRHM, NHA, AB-PMJAY"
Hospital #1880,Chennai,Tamilnadu,Chennai,17000.0,13.105028824864114,80.17629980938966,3.4,121,"General Surgery, Pediatrics",2,"AIIMS, MoHFW, NRHM, PMSSY, CGHS"
Hospital #1881,Chennai,Tamilnadu,Chennai,17000.0,13.006660234292983,80.2026643374702,4.1,604,Dermatology,24,"AIIMS, OPD, NHM, NRHM, CGHS, PMSSY"
Hospital #1882,Chennai,Tamilnadu,Chennai,17000.0,13.0869054837042,80.27947319311818,4.9,282,"Ophthalmology, Urology",27,"CGHS, PMSSY, AIIMS, OPD, AB-PMJAY"
Hospital #1883,Chennai,Tamilnadu,Chennai,17000.0,13.189388329909836,80.25665797795867,4.2,965,Urology,2,"MoHFW, NHM, CGHS, NHA, AB-PMJAY, NRHM"
Hospital #1884,Chennai,Tamilnadu,Chennai,17000.0,13.096699481123656,80.21455353187416,3.2,38,Psychiatry,25,"CGHS, AB-PMJAY, MoHFW, NUHM, AIIMS"
Hospital #1885,Chennai,Tamilnadu,Chennai,17000.0,13.035515080547883,80.22634426945572,4.6,1634,Gynecology,11,"AB-PMJAY, NRHM, NHA, NHM, MoHFW"
Hospital #1886,Chennai,Tamilnadu,Chennai,17000.0,13.107573789462432,80.24881420042162,4.1,268,"Pulmonology, Gastroenterology",19,"MoHFW, CGHS, NHM, AIIMS, NUHM, PMSSY"
Hospital #1887,Chennai,Tamilnadu,Chennai,17000.0,13.064728828077495,80.24130333488338,4.4,785,Dermatology,30,"MoHFW, OPD, CGHS, NHA, PMSSY"
Hospital #1888,Chennai,Tamilnadu,Chennai,17000.0,13.026099252140751,80.16734328967468,4.2,684,Ophthalmology,50,"MoHFW, NUHM, OPD, NHA, CGHS, AIIMS"
Hospital #1889,Chennai,Tamilnadu,Chennai,17000.0,13.039128560867198,80.16265643931203,3.5,184,"Orthopedics, Neurology",29,"NHM, AB-PMJAY, NHA, MoHFW, AIIMS"
Hospital #1890,Chennai,Tamilnadu,Chennai,17000.0,13.024442783711834,80.22896034151015,4.3,2281,"General Surgery, Cardiology",25,"OPD, NHM, AB-PMJAY, NUHM, PMSSY, NRHM"
Hospital #1891,Chennai,Tamilnadu,Chennai,17000.0,12.981229979208283,80.22133996195362,4.5,1353,"Urology, Psychiatry",24,"NHA, PMSSY, CGHS, MoHFW, NUHM, NHM"
Hospital #1892,Chennai,Tamilnadu,Chennai,17000.0,12.990544135343804,80.17799349083019,4.5,413,"Dermatology, Endocrinology",24,"NUHM, MoHFW, NHM, AB-PMJAY, AIIMS, NHA"
Hospital #1893,Chennai,Tamilnadu,Chennai,17000.0,13.066801254699527,80.25089761533889,4.1,243,General Surgery,2,"NHA, PMSSY, AB-PMJAY, CGHS, OPD, AIIMS"
Hospital #1894,Chennai,Tamilnadu,Chennai,17000.0,12.985040959029376,80.2104737518876,4.2,201,"Endocrinology, Ophthalmology",17,"MoHFW, NHM, OPD, NRHM, CGHS"
Hospital #1895,Chennai,Tamilnadu,Chennai,17000.0,12.980307942295354,80.20893740938331,4.6,6627,"Pulmonology, Pediatrics",9,"MoHFW, NHA, AIIMS, OPD, CGHS"
Hospital #1896,Chennai,Tamilnadu,Chennai,17000.0,13.03527176935886,80.2599329548608,4.9,2733,Urology,12,"MoHFW, AIIMS, CGHS, PMSSY, NHM"
Hospital #1897,Chennai,Tamilnadu,Chennai,17000.0,13.072181390152888,80.18896728900624,4.7,2100,"Pulmonology, Nephrology",32,"NUHM, NRHM, CGHS, OPD, AIIMS, NHA"
Hospital #1898,Chennai,Tamilnadu,Chennai,17000.0,13.150288094024347,80.1917130067158,4.6,1199,"Cardiology, Gynecology",20,"AB-PMJAY, NHM, OPD, NUHM, AIIMS, CGHS"
Hospital #1899,Chennai,Tamilnadu,Chennai,17000.0,12.982024549453314,80.26226206631695,4.2,42,"Oncology, Neurology",17,"PMSSY, OPD, NHM, AB-PMJAY, NRHM, MoHFW"
Hospital #1900,Chennai,Tamilnadu,Chennai,17000.0,13.081442081416476,80.13980760332248,4.1,229,Gastroenterology,21,"NHA, NHM, NRHM, AB-PMJAY, PMSSY"
Hospital #1901,Chennai,Tamilnadu,Chennai,17000.0,13.02592981827354,80.15136312671751,4.4,815,"Nephrology, Endocrinology",17,"MoHFW, OPD, NHM, AIIMS, NHA, NRHM"
Hospital #1902,Chennai,Tamilnadu,Chennai,17000.0,13.102542569046111,80.34422433749073,3.9,289,"Pulmonology, Urology",39,"NRHM, CGHS, OPD, PMSSY, AB-PMJAY"
Hospital #1903,Chennai,Tamilnadu,Chennai,17000.0,13.094434716004926,80.23620818618518,4.8,2401,"Cardiology, Orthopedics",25,"CGHS, MoHFW, PMSSY, NHM, NRHM"
Hospital #1904,Chennai,Tamilnadu,Chennai,17000.0,12.9799291609038,80.22598989282767,4.3,1205,Ophthalmology,25,"AB-PMJAY, AIIMS, NUHM, CGHS, OPD"
Hospital #1905,Chennai,Tamilnadu,Chennai,17000.0,12.928087043395482,80.15761525015297,4.3,172,Gynecology,17,"CGHS, OPD, NUHM, NRHM, NHA"
Hospital #1906,Chennai,Tamilnadu,Chennai,17000.0,13.06664094880389,80.19164329892025,4.6,2480,"Pediatrics, Ophthalmology",19,"AB-PMJAY, NHA, NHM, NUHM, OPD, NRHM"
Hospital #1907,Chennai,Tamilnadu,Chennai,17000.0,12.968623570383894,80.2382963135038,4.7,1310,Pulmonology,9,"MoHFW, CGHS, NRHM, NHA, PMSSY, OPD"
Hospital #1908,Chennai,Tamilnadu,Chennai,17000.0,13.069473659854552,80.0829823791538,4.6,1979,"Psychiatry, Ophthalmology",30,"MoHFW, OPD, NHM, AB-PMJAY, AIIMS, CGHS"
Hospital #1909,Chennai,Tamilnadu,Chennai,17000.0,13.118786649973313,80.22821326178392,4.7,1615,"Pediatrics, Gynecology",22,"MoHFW, AIIMS, NUHM, CGHS, NHA"
Hospital #1910,Chennai,Tamilnadu,Chennai,17000.0,13.144312109710391,80.29766394524121,3.3,160,Cardiology,30,"PMSSY, NRHM, NHM, NHA, NUHM"
Hospital #1911,Chennai,Tamilnadu,Chennai,17000.0,13.059516427389742,80.18052892369914,4.6,675,"Cardiology, Urology",33,"AIIMS, NHM, NRHM, CGHS, MoHFW"
Hospital #1912,Chennai,Tamilnadu,Chennai,17000.0,13.07105241872593,80.20062180431626,4.7,2100,"Orthopedics, Psychiatry",27,"OPD, AB-PMJAY, CGHS, AIIMS, NHA, NHM"
Hospital #1913,Chennai,Tamilnadu,Chennai,17000.0,13.018977329062103,80.14541112511803,4.2,201,Gastroenterology,35,"NHA, NRHM, AIIMS, MoHFW, NUHM, PMSSY"
Hospital #1914,Chennai,Tamilnadu,Chennai,17000.0,13.092692508177484,80.18775314242832,4.5,1397,Pulmonology,19,"PMSSY, NHM, NUHM, MoHFW, NHA, CGHS"
Hospital #1915,Chennai,Tamilnadu,Chennai,17000.0,12.935517878225792,80.17338409791807,4.2,348,General Surgery,16,"AB-PMJAY, OPD, AIIMS, MoHFW, CGHS"
Hospital #1916,Chennai,Tamilnadu,Chennai,17000.0,12.973989220575536,80.2094265929315,4.0,314,"Dermatology, Urology",9,"NUHM, NHA, MoHFW, NRHM, CGHS"
Hospital #1917,Chennai,Tamilnadu,Chennai,17000.0,13.122379978101517,80.15041553251079,4.1,229,Pediatrics,27,"NUHM, MoHFW, AIIMS, OPD, PMSSY"
Hospital #1918,Chennai,Tamilnadu,Chennai,17000.0,13.083656815721834,80.16306369341446,4.7,335,Orthopedics,5,"OPD, NRHM, NHM, AB-PMJAY, AIIMS, MoHFW"
Hospital #1919,Chennai,Tamilnadu,Chennai,17000.0,12.900555971753398,80.233402054185,3.6,305,Neurology,8,"PMSSY, NHA, MoHFW, NHM, OPD, NUHM"
Hospital #1920,Chennai,Tamilnadu,Chennai,17000.0,13.047360692507777,80.24719878975768,3.6,305,"Neurology, Orthopedics",29,"OPD, AIIMS, CGHS, MoHFW, NRHM"
Hospital #1921,Chennai,Tamilnadu,Chennai,17000.0,13.126580337698734,80.26399091959594,3.7,164,"Nephrology, Dermatology",26,"NRHM, NUHM, AB-PMJAY, MoHFW, NHM"
Hospital #1922,Chennai,Tamilnadu,Chennai,17000.0,12.994278248844845,80.17348271613655,4.3,284,"General Surgery, Nephrology",18,"AIIMS, OPD, NUHM, AB-PMJAY, NRHM, CGHS"
Hospital #1923,Chennai,Tamilnadu,Chennai,17000.0,13.016965943802674,80.10281320899136,4.3,991,"Pediatrics, Urology",29,"NHM, MoHFW, PMSSY, AB-PMJAY, NUHM"
Hospital #1924,Chennai,Tamilnadu,Chennai,17000.0,12.83888095581598,80.16869827299939,4.1,261,"Pediatrics, Urology",26,"NRHM, CGHS, NHM, NUHM, AIIMS, AB-PMJAY"
Hospital #1925,Chennai,Tamilnadu,Chennai,17000.0,13.079204622772952,80.23177818185111,4.6,7436,Oncology,28,"OPD, MoHFW, NRHM, NHM, CGHS"
Hospital #1926,Chennai,Tamilnadu,Chennai,17000.0,12.900119486700092,80.22025304320223,4.7,769,Psychiatry,18,"NUHM, NHM, AIIMS, CGHS, OPD, NHA"
Hospital #1927,Chennai,Tamilnadu,Chennai,17000.0,12.929142351694672,80.2439421209749,4.3,257,"Orthopedics, Endocrinology",17,"AIIMS, PMSSY, NHA, MoHFW, NUHM"
Hospital #1928,Chennai,Tamilnadu,Chennai,17000.0,13.001382064430825,80.17352232726653,4.3,105,"Nephrology, Dermatology",26,"AIIMS, NHA, PMSSY, AB-PMJAY, NRHM"
Hospital #1929,Coimbatore,Tamilnadu,Coimbatore,748.0,11.124474303428215,76.92308468218621,4.2,199,"Ophthalmology, Neurology",13,"NRHM, NHM, OPD, NHA, AIIMS"
Hospital #1930,Coimbatore,Tamilnadu,Coimbatore,748.0,11.07331689951555,76.85800190142247,3.9,307,"Gynecology, Gastroenterology",39,"AB-PMJAY, PMSSY, NUHM, OPD, NHA, NRHM"
Hospital #1931,Coimbatore,Tamilnadu,Coimbatore,748.0,10.983782398343216,76.84395188328507,3.8,761,Orthopedics,7,"NRHM, OPD, NHA, CGHS, AB-PMJAY"
Hospital #1932,Coimbatore,Tamilnadu,Coimbatore,748.0,11.09038285544844,76.95083950726207,4.1,562,Endocrinology,34,"NHA, AB-PMJAY, PMSSY, NRHM, CGHS, NUHM"
Hospital #1933,Coimbatore,Tamilnadu,Coimbatore,748.0,11.047143927112035,76.94359506744372,3.4,153,Neurology,17,"AB-PMJAY, CGHS, PMSSY, NHA, NRHM"
Hospital #1934,Coimbatore,Tamilnadu,Coimbatore,748.0,10.98540148651528,76.9206052648036,2.9,54,Pediatrics,20,"NHA, MoHFW, NUHM, NRHM, PMSSY, CGHS"
Hospital #1935,Coimbatore,Tamilnadu,Coimbatore,748.0,10.99866140487071,76.99351140900451,4.2,2741,Orthopedics,3,"CGHS, NHM, PMSSY, OPD, NUHM"
Hospital #1936,Coimbatore,Tamilnadu,Coimbatore,748.0,11.105644335403737,76.83312934365237,4.1,129,"Psychiatry, Gastroenterology",7,"MoHFW, OPD, NHM, NRHM, CGHS"
Hospital #1937,Coimbatore,Tamilnadu,Coimbatore,748.0,10.986201229341606,76.95729923760427,4.8,5926,Pulmonology,26,"PMSSY, OPD, AIIMS, MoHFW, NHM"
Hospital #1938,Coimbatore,Tamilnadu,Coimbatore,748.0,11.042816880411294,76.99395345054273,3.2,1576,"Cardiology, Gynecology",48,"NHM, NHA, PMSSY, AIIMS, NUHM, CGHS"
Hospital #1939,Coimbatore,Tamilnadu,Coimbatore,748.0,11.07166341511427,76.72099926539656,2.7,112,Psychiatry,27,"NHA, OPD, MoHFW, PMSSY, AB-PMJAY"
Hospital #1940,Coimbatore,Tamilnadu,Coimbatore,748.0,11.037380870841677,77.02236063759695,3.5,2073,"Pulmonology, Oncology",22,"NHA, AIIMS, PMSSY, NHM, CGHS"
Hospital #1941,Coimbatore,Tamilnadu,Coimbatore,748.0,9.305220018681196,78.87877062459685,3.3,44,Dermatology,26,"AB-PMJAY, NHM, PMSSY, CGHS, OPD"
Hospital #1942,Coimbatore,Tamilnadu,Coimbatore,748.0,9.36384066861972,78.81704108034313,4.8,67,Endocrinology,20,"AB-PMJAY, PMSSY, NUHM, MoHFW, NHM"
Hospital #1943,Coimbatore,Tamilnadu,Coimbatore,748.0,11.036765045864882,76.90283586581134,4.8,544,"Oncology, Gynecology",16,"NHA, MoHFW, AIIMS, NRHM, PMSSY"
Hospital #1944,Coimbatore,Tamilnadu,Coimbatore,748.0,10.908638715650332,77.19378155595624,3.5,102,"Nephrology, Cardiology",23,"NHA, NRHM, CGHS, MoHFW, NHM, PMSSY"
Hospital #1945,Coimbatore,Tamilnadu,Coimbatore,748.0,11.088368565292871,76.92012459134159,4.1,325,Oncology,27,"CGHS, NHA, MoHFW, AB-PMJAY, OPD, PMSSY"
Hospital #1946,Coimbatore,Tamilnadu,Coimbatore,748.0,11.110297625760282,77.01442108615801,4.4,314,"Orthopedics, Dermatology",12,"NHA, MoHFW, OPD, AIIMS, NUHM"
Hospital #1947,Coimbatore,Tamilnadu,Coimbatore,748.0,10.739075062131032,76.97706002292304,3.3,74,Oncology,13,"OPD, NRHM, MoHFW, NHA, PMSSY"
Hospital #1948,Coimbatore,Tamilnadu,Coimbatore,748.0,10.993705189453877,77.1519436697456,3.4,132,Orthopedics,11,"NHA, OPD, MoHFW, NRHM, CGHS"
Hospital #1949,Coimbatore,Tamilnadu,Coimbatore,748.0,11.021687705998684,77.01944836235819,4.0,2082,"Neurology, Oncology",27,"NHA, PMSSY, AB-PMJAY, NUHM, CGHS"
Hospital #1950,Coimbatore,Tamilnadu,Coimbatore,748.0,10.93050510208137,76.86481440288664,4.1,188,Gynecology,21,"AIIMS, PMSSY, AB-PMJAY, NUHM, NHA"
Hospital #1951,Coimbatore,Tamilnadu,Coimbatore,748.0,10.965622148880009,77.08119502503794,4.1,652,"Dermatology, Gastroenterology",7,"NUHM, CGHS, PMSSY, MoHFW, NHA"
Hospital #1952,Coimbatore,Tamilnadu,Coimbatore,748.0,11.056886316007333,77.09513584638432,4.6,5519,Orthopedics,34,"AIIMS, NRHM, NHA, AB-PMJAY, NUHM"
Hospital #1953,Coimbatore,Tamilnadu,Coimbatore,748.0,11.006460831777158,76.96293776663545,4.4,1694,Urology,22,"NHM, PMSSY, NUHM, CGHS, NHA"
Hospital #1954,Coimbatore,Tamilnadu,Coimbatore,748.0,10.944696438832173,76.82837768257853,4.2,76,"Psychiatry, Neurology",21,"AIIMS, AB-PMJAY, MoHFW, NHM, PMSSY"
Hospital #1955,Coimbatore,Tamilnadu,Coimbatore,748.0,11.017538423504815,76.777926448003,3.3,241,"Cardiology, Neurology",32,"AB-PMJAY, OPD, PMSSY, NHM, CGHS, AIIMS"
Hospital #1956,Coimbatore,Tamilnadu,Coimbatore,748.0,11.044478378714269,76.93465168907186,4.1,229,"Gastroenterology, Urology",41,"NRHM, OPD, PMSSY, MoHFW, AIIMS"
Hospital #1957,Cuddalore,Tamilnadu,Cuddalore,702.0,11.705866954168648,79.7083072597353,2.9,78,"Dermatology, Psychiatry",14,"NHA, NUHM, AIIMS, PMSSY, OPD, MoHFW"
Hospital #1958,Erode,Tamilnadu,Erode,397.0,11.355731095064172,77.72015678139577,4.7,895,"Ophthalmology, General Surgery",36,"PMSSY, AIIMS, NHM, CGHS, NHA"
Hospital #1959,Erode,Tamilnadu,Erode,397.0,11.409644804998056,77.81326732742949,4.1,229,Psychiatry,32,"AIIMS, NUHM, AB-PMJAY, NRHM, NHM"
Hospital #1960,Erode,Tamilnadu,Erode,397.0,11.312918635598855,77.74655713241278,4.0,401,"Ophthalmology, Cardiology",30,"AIIMS, MoHFW, NRHM, PMSSY, AB-PMJAY"
Hospital #1961,Erode,Tamilnadu,Erode,397.0,11.301652154112,77.7454603674892,4.7,812,Urology,7,"OPD, NRHM, PMSSY, CGHS, AB-PMJAY, AIIMS"
Hospital #1962,Hosur,Tamilnadu,Krishnagiri,370.0,12.744472746581245,77.80532260692276,4.4,310,Ophthalmology,15,"AB-PMJAY, NUHM, PMSSY, OPD, MoHFW, AIIMS"
Hospital #1963,Hosur,Tamilnadu,Krishnagiri,370.0,12.899479414986931,79.82205424154664,2.0,4,"Psychiatry, Dermatology",19,"PMSSY, NHA, CGHS, MoHFW, NUHM, OPD"
Hospital #1964,Kanchipuram,Tamilnadu,Kanchipuram,704.0,12.904114503572323,80.03034561046296,4.5,174,Gastroenterology,21,"CGHS, NUHM, AB-PMJAY, NHM, NRHM, PMSSY"
Hospital #1965,Kanyakumari,Tamilnadu,Kanyakumari,1106.0,10.086975341722706,78.73657486956311,3.8,69,"Nephrology, Dermatology",15,"NRHM, NUHM, NHA, CGHS, PMSSY, NHM"
Hospital #1966,Karaikudi,Tamilnadu,Sivaganga,324.0,10.080092762349842,78.69978886302856,4.8,4422,Gynecology,14,"OPD, NUHM, AIIMS, NRHM, AB-PMJAY"
Hospital #1967,Karur,Tamilnadu,Karur,371.0,10.925390886899365,77.97820233384765,4.6,253,"Ophthalmology, Neurology",26,"NHM, PMSSY, OPD, AB-PMJAY, NRHM"
Hospital #1968,Karur,Tamilnadu,Karur,371.0,10.965261775667493,78.09204863823176,4.8,5174,Nephrology,1,"CGHS, MoHFW, NHA, PMSSY, NRHM, AIIMS"
Hospital #1969,Madurai,Tamilnadu,Madurai,823.0,9.939013820762074,78.12390625316371,4.3,1414,"Pediatrics, Nephrology",20,"NRHM, PMSSY, NHM, AB-PMJAY, NUHM, OPD"
Hospital #1970,Madurai,Tamilnadu,Madurai,823.0,9.930477725954212,78.13744616899568,4.7,20771,"Nephrology, Endocrinology",24,"AB-PMJAY, MoHFW, NUHM, NHA, CGHS, NRHM"
Hospital #1971,Madurai,Tamilnadu,Madurai,823.0,9.930082353387837,78.14781752149008,4.3,210,"Endocrinology, Urology",13,"AB-PMJAY, NUHM, NHM, AIIMS, NRHM"
Hospital #1972,Madurai,Tamilnadu,Madurai,823.0,10.066372090720051,77.98979752000473,4.5,4,Psychiatry,12,"NRHM, NUHM, PMSSY, CGHS, NHA"
Hospital #1973,Madurai,Tamilnadu,Madurai,823.0,9.972990490165344,78.1434941572062,4.1,234,"Dermatology, Neurology",19,"CGHS, OPD, NHM, AB-PMJAY, AIIMS, MoHFW"
Hospital #1974,Madurai,Tamilnadu,Madurai,823.0,9.992979252741588,78.12667630175481,4.0,372,Endocrinology,23,"AIIMS, NHM, CGHS, NRHM, NHA"
Hospital #1975,Madurai,Tamilnadu,Madurai,823.0,9.871940309507533,78.14147649113104,4.5,641,"Cardiology, Neurology",20,"AB-PMJAY, NUHM, PMSSY, NRHM, NHM, MoHFW"
Hospital #1976,Madurai,Tamilnadu,Madurai,823.0,9.943742602025663,78.12284083191793,4.2,62,"Nephrology, Pulmonology",2,"NUHM, AB-PMJAY, NHA, AIIMS, NHM"
Hospital #1977,Madurai,Tamilnadu,Madurai,823.0,9.949836262369269,78.16287698348978,4.3,2057,"Gastroenterology, Neurology",14,"CGHS, MoHFW, AB-PMJAY, NUHM, NRHM, OPD"
Hospital #1978,Madurai,Tamilnadu,Madurai,823.0,9.8765063037625,78.08590958905108,3.7,68,"Psychiatry, Endocrinology",11,"NHM, OPD, NRHM, CGHS, MoHFW, PMSSY"
Hospital #1979,Madurai,Tamilnadu,Madurai,823.0,10.02731749154535,78.07017958185592,5.0,1,Endocrinology,1,"PMSSY, NHM, AB-PMJAY, NRHM, OPD"
